STUDBME1,STUDBME2,STUDBME3,CMP-lab1,CMP_LAB1,Sbme-Staff,CUFE,bdawy,CIVil-2022,Location
-100.0,-63.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,class3
-100.0,-67.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,class3
-21.0,-68.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,class3
-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,class3
-18.0,-68.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,class3
-32.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,class3
-34.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,class3
-27.0,-68.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,class3
-30.0,-70.0,-100.0,-100.0,-84.0,-78.0,-100.0,-100.0,-100.0,class3
-15.0,-64.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,class3
-31.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,class3
-28.0,-62.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,class3
-36.0,-75.0,-100.0,-100.0,-91.0,-85.0,-89.0,-100.0,-100.0,class3
-38.0,-72.0,-100.0,-91.0,-80.0,-83.0,-100.0,-100.0,-100.0,class3
-30.0,-71.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,class3
-100.0,-67.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,class3
-21.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,class3
-100.0,-70.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,class3
-40.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,class3
-37.0,-64.0,-100.0,-100.0,-100.0,-85.0,-82.0,-100.0,-100.0,class3
-44.0,-65.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,class3
-41.0,-66.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,class3
-46.0,-73.0,-100.0,-91.0,-82.0,-100.0,-86.0,-100.0,-100.0,class3
-100.0,-67.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,class3
-38.0,-70.0,-100.0,-100.0,-75.0,-86.0,-100.0,-100.0,-100.0,class3
-55.0,-65.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,class3
-40.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,class3
-33.0,-66.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,class3
-36.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,class3
-100.0,-66.0,-76.0,-100.0,-58.0,-100.0,-69.0,-94.0,-100.0,drtamer
-100.0,-68.0,-72.0,-81.0,-55.0,-100.0,-69.0,-100.0,-100.0,drtamer
-100.0,-69.0,-71.0,-100.0,-60.0,-100.0,-69.0,-100.0,-100.0,drtamer
-100.0,-68.0,-69.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,drtamer
-100.0,-71.0,-71.0,-100.0,-65.0,-100.0,-67.0,-100.0,-100.0,drtamer
-74.0,-68.0,-75.0,-100.0,-60.0,-100.0,-68.0,-100.0,-100.0,drtamer
-100.0,-66.0,-71.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,drtamer
-100.0,-69.0,-68.0,-100.0,-59.0,-100.0,-68.0,-88.0,-100.0,drtamer
-100.0,-64.0,-75.0,-100.0,-61.0,-100.0,-69.0,-92.0,-100.0,drtamer
-71.0,-66.0,-73.0,-100.0,-57.0,-100.0,-70.0,-100.0,-100.0,drtamer
-73.0,-67.0,-77.0,-100.0,-65.0,-100.0,-66.0,-100.0,-100.0,drtamer
-75.0,-63.0,-73.0,-82.0,-63.0,-100.0,-70.0,-92.0,-100.0,drtamer
-100.0,-68.0,-73.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,drtamer
-100.0,-67.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,drtamer
-100.0,-65.0,-80.0,-81.0,-56.0,-100.0,-71.0,-91.0,-100.0,drtamer
-100.0,-72.0,-77.0,-100.0,-60.0,-100.0,-100.0,-90.0,-100.0,drtamer
-78.0,-64.0,-71.0,-100.0,-60.0,-100.0,-69.0,-100.0,-100.0,drtamer
-100.0,-65.0,-74.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,drtamer
-100.0,-71.0,-73.0,-79.0,-55.0,-100.0,-70.0,-100.0,-85.0,drtamer
-100.0,-69.0,-70.0,-100.0,-62.0,-100.0,-68.0,-89.0,-100.0,drtamer
-100.0,-74.0,-69.0,-100.0,-60.0,-100.0,-67.0,-100.0,-100.0,drtamer
-100.0,-66.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,drtamer
-100.0,-71.0,-75.0,-100.0,-64.0,-100.0,-72.0,-91.0,-100.0,drtamer
-78.0,-69.0,-70.0,-100.0,-65.0,-100.0,-66.0,-100.0,-100.0,drtamer
-100.0,-67.0,-71.0,-100.0,-100.0,-100.0,-73.0,-87.0,-100.0,drtamer
-100.0,-67.0,-67.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,drtamer
-100.0,-70.0,-67.0,-100.0,-65.0,-100.0,-65.0,-100.0,-100.0,drtamer
-100.0,-71.0,-69.0,-100.0,-62.0,-100.0,-100.0,-94.0,-100.0,drtamer
-100.0,-69.0,-72.0,-81.0,-100.0,-100.0,-70.0,-100.0,-100.0,drtamer
-100.0,-68.0,-69.0,-100.0,-66.0,-100.0,-100.0,-92.0,-100.0,drtamer
-100.0,-67.0,-67.0,-100.0,-62.0,-100.0,-70.0,-100.0,-100.0,drtamer
-100.0,-71.0,-72.0,-100.0,-66.0,-100.0,-73.0,-89.0,-100.0,drtamer
-100.0,-67.0,-71.0,-84.0,-100.0,-100.0,-64.0,-90.0,-100.0,drtamer
-100.0,-69.0,-72.0,-100.0,-65.0,-100.0,-67.0,-86.0,-100.0,drtamer
-100.0,-69.0,-69.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,drtamer
-100.0,-69.0,-71.0,-100.0,-61.0,-100.0,-65.0,-91.0,-100.0,drtamer
-100.0,-64.0,-73.0,-100.0,-66.0,-100.0,-63.0,-100.0,-100.0,drtamer
-100.0,-70.0,-76.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,drtamer
-100.0,-70.0,-70.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,drtamer
-75.0,-68.0,-68.0,-100.0,-100.0,-100.0,-69.0,-90.0,-100.0,drtamer
-100.0,-68.0,-66.0,-80.0,-100.0,-100.0,-72.0,-100.0,-100.0,drtamer
-100.0,-71.0,-75.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,drtamer
-100.0,-72.0,-69.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,drtamer
-100.0,-67.0,-70.0,-100.0,-100.0,-100.0,-69.0,-94.0,-100.0,drtamer
-100.0,-71.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,drtamer
-100.0,-67.0,-74.0,-85.0,-74.0,-100.0,-68.0,-88.0,-86.0,drtamer
-100.0,-82.0,-70.0,-100.0,-100.0,-100.0,-72.0,-90.0,-100.0,drtamer
-100.0,-71.0,-70.0,-84.0,-72.0,-100.0,-70.0,-89.0,-100.0,drtamer
-100.0,-69.0,-76.0,-100.0,-68.0,-100.0,-100.0,-93.0,-100.0,drtamer
-100.0,-73.0,-78.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,drtamer
-100.0,-71.0,-73.0,-83.0,-100.0,-100.0,-72.0,-86.0,-100.0,drtamer
-100.0,-75.0,-77.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,drtamer
-100.0,-72.0,-77.0,-100.0,-100.0,-100.0,-73.0,-87.0,-100.0,drtamer
-100.0,-73.0,-76.0,-100.0,-72.0,-100.0,-69.0,-100.0,-100.0,drtamer
-100.0,-72.0,-81.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,drtamer
-100.0,-71.0,-69.0,-100.0,-67.0,-100.0,-72.0,-87.0,-100.0,drtamer
-100.0,-69.0,-70.0,-93.0,-70.0,-100.0,-76.0,-87.0,-100.0,drtamer
-100.0,-72.0,-71.0,-100.0,-71.0,-100.0,-73.0,-86.0,-100.0,drtamer
-100.0,-69.0,-73.0,-100.0,-100.0,-100.0,-72.0,-90.0,-100.0,drtamer
-100.0,-69.0,-73.0,-100.0,-65.0,-100.0,-100.0,-90.0,-100.0,drtamer
-100.0,-72.0,-69.0,-100.0,-62.0,-100.0,-69.0,-88.0,-100.0,drtamer
-100.0,-66.0,-64.0,-100.0,-100.0,-100.0,-69.0,-87.0,-100.0,drtamer
-100.0,-71.0,-70.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,drtamer
-100.0,-70.0,-72.0,-100.0,-100.0,-100.0,-65.0,-91.0,-100.0,drtamer
-100.0,-69.0,-69.0,-100.0,-67.0,-100.0,-65.0,-91.0,-100.0,drtamer
-100.0,-74.0,-70.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,drtamer
-80.0,-72.0,-74.0,-86.0,-100.0,-100.0,-100.0,-100.0,-87.0,drtamer
-100.0,-76.0,-72.0,-83.0,-68.0,-100.0,-72.0,-100.0,-100.0,drtamer
-100.0,-72.0,-71.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,drtamer
-100.0,-73.0,-65.0,-100.0,-64.0,-100.0,-100.0,-93.0,-100.0,drtamer
-87.0,-70.0,-67.0,-100.0,-63.0,-100.0,-67.0,-100.0,-100.0,drtamer
-100.0,-67.0,-73.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,drtamer
-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-81.0,-65.0,-90.0,-100.0,-77.0,-100.0,-71.0,-100.0,-100.0,slm
-82.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-70.0,-100.0,-100.0,-75.0,-100.0,-78.0,-100.0,-100.0,slm
-100.0,-76.0,-100.0,-100.0,-75.0,-100.0,-74.0,-100.0,-100.0,slm
-100.0,-82.0,-100.0,-93.0,-100.0,-100.0,-74.0,-100.0,-100.0,slm
-92.0,-74.0,-100.0,-100.0,-79.0,-100.0,-77.0,-100.0,-100.0,slm
-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-73.0,-100.0,-100.0,slm
-83.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-84.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,slm
-100.0,-63.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-78.0,-100.0,-100.0,-77.0,-100.0,-83.0,-100.0,-100.0,slm
-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,slm
-84.0,-74.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,slm
-84.0,-76.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,slm
-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-80.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-79.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,slm
-92.0,-74.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,slm
-81.0,-80.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,slm
-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-76.0,-100.0,-100.0,slm
-100.0,-73.0,-100.0,-100.0,-76.0,-100.0,-77.0,-100.0,-100.0,slm
-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,slm
-100.0,-77.0,-100.0,-100.0,-73.0,-100.0,-81.0,-100.0,-100.0,slm
-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,slm
-100.0,-84.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-74.0,-91.0,-100.0,-74.0,-100.0,-80.0,-100.0,-100.0,slm
-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,slm
-100.0,-72.0,-89.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,slm
-100.0,-72.0,-100.0,-100.0,-74.0,-100.0,-79.0,-100.0,-100.0,slm
-89.0,-74.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,slm
-77.0,-75.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,slm
-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,slm
-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-76.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,slm
-83.0,-75.0,-100.0,-100.0,-76.0,-100.0,-82.0,-100.0,-100.0,slm
-100.0,-72.0,-100.0,-100.0,-76.0,-100.0,-81.0,-100.0,-100.0,slm
-100.0,-75.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,slm
-85.0,-70.0,-100.0,-100.0,-84.0,-100.0,-78.0,-100.0,-100.0,slm
-88.0,-73.0,-100.0,-100.0,-77.0,-100.0,-79.0,-100.0,-100.0,slm
-81.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-82.0,-76.0,-100.0,-100.0,-79.0,-100.0,-76.0,-100.0,-100.0,slm
-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,slm
-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-87.0,-77.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,slm
-90.0,-75.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,slm
-91.0,-76.0,-100.0,-100.0,-75.0,-100.0,-79.0,-100.0,-100.0,slm
-100.0,-70.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,slm
-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,slm
-82.0,-71.0,-100.0,-100.0,-80.0,-100.0,-83.0,-100.0,-100.0,slm
-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-86.0,-70.0,-100.0,lab1
-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-72.0,-100.0,lab1
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-80.0,lab1
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,lab1
-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,lab1
-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,lab1
-100.0,-55.0,-100.0,-77.0,-100.0,-100.0,-100.0,-66.0,-81.0,lab1
-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,lab1
-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,lab1
-100.0,-55.0,-100.0,-75.0,-82.0,-100.0,-100.0,-60.0,-79.0,lab1
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-77.0,lab1
-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-59.0,-100.0,lab1
-100.0,-100.0,-100.0,-71.0,-81.0,-100.0,-100.0,-56.0,-100.0,lab1
-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-60.0,-100.0,lab1
-100.0,-100.0,-100.0,-77.0,-82.0,-100.0,-100.0,-62.0,-83.0,lab1
-81.0,-100.0,-100.0,-72.0,-83.0,-100.0,-85.0,-62.0,-100.0,lab1
-100.0,-53.0,-100.0,-76.0,-100.0,-100.0,-100.0,-63.0,-100.0,lab1
-100.0,-52.0,-100.0,-74.0,-84.0,-100.0,-100.0,-61.0,-100.0,lab1
-100.0,-55.0,-100.0,-74.0,-80.0,-100.0,-100.0,-60.0,-80.0,lab1
-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,lab1
-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-79.0,lab1
-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-82.0,-56.0,-78.0,lab1
-100.0,-59.0,-100.0,-68.0,-100.0,-100.0,-100.0,-52.0,-78.0,lab1
-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-86.0,-58.0,-100.0,lab1
-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,lab1
-100.0,-65.0,-100.0,-74.0,-100.0,-100.0,-100.0,-58.0,-100.0,lab1
-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,lab1
-100.0,-54.0,-100.0,-100.0,-78.0,-100.0,-100.0,-56.0,-100.0,lab1
-100.0,-59.0,-100.0,-100.0,-85.0,-100.0,-100.0,-58.0,-100.0,lab1
-100.0,-57.0,-100.0,-69.0,-81.0,-100.0,-100.0,-56.0,-78.0,lab1
-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-87.0,-57.0,-100.0,lab1
-100.0,-58.0,-100.0,-74.0,-100.0,-100.0,-100.0,-64.0,-80.0,lab1
-100.0,-52.0,-100.0,-70.0,-100.0,-100.0,-100.0,-66.0,-79.0,lab1
-100.0,-53.0,-100.0,-71.0,-100.0,-100.0,-100.0,-62.0,-100.0,lab1
-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-83.0,-52.0,-100.0,lab1
-100.0,-72.0,-100.0,-72.0,-100.0,-100.0,-100.0,-65.0,-77.0,lab1
-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-88.0,-61.0,-100.0,lab1
-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-81.0,-58.0,-100.0,lab1
-86.0,-51.0,-100.0,-100.0,-100.0,-100.0,-84.0,-62.0,-100.0,lab1
-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,lab1
-100.0,-54.0,-100.0,-68.0,-100.0,-100.0,-85.0,-65.0,-74.0,lab1
-83.0,-59.0,-100.0,-73.0,-100.0,-100.0,-100.0,-70.0,-100.0,lab1
-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,lab1
-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,lab1
-100.0,-57.0,-100.0,-70.0,-100.0,-100.0,-100.0,-62.0,-100.0,lab1
-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-78.0,lab1
-100.0,-58.0,-100.0,-100.0,-76.0,-100.0,-85.0,-62.0,-100.0,lab1
-77.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,lab1
-100.0,-51.0,-100.0,-80.0,-100.0,-100.0,-100.0,-60.0,-100.0,lab1
-100.0,-57.0,-100.0,-78.0,-75.0,-100.0,-100.0,-59.0,-81.0,lab1
-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,lab1
-78.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,lab1
-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,lab1
-100.0,-49.0,-100.0,-71.0,-68.0,-100.0,-100.0,-60.0,-100.0,lab1
-100.0,-48.0,-100.0,-72.0,-72.0,-100.0,-100.0,-64.0,-100.0,lab1
-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-80.0,-63.0,-100.0,lab1
-100.0,-55.0,-100.0,-74.0,-100.0,-100.0,-100.0,-61.0,-100.0,lab1
-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,lab1
-100.0,-59.0,-100.0,-100.0,-75.0,-100.0,-100.0,-69.0,-100.0,lab1
-100.0,-61.0,-100.0,-100.0,-73.0,-100.0,-100.0,-63.0,-100.0,lab1
-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-81.0,lab1
-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-85.0,-67.0,-100.0,lab1
-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-79.0,lab1
-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,lab1
-81.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,lab1
-100.0,-60.0,-100.0,-70.0,-100.0,-100.0,-100.0,-68.0,-100.0,lab1
-78.0,-54.0,-100.0,-74.0,-100.0,-100.0,-84.0,-66.0,-80.0,lab1
-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-82.0,-63.0,-100.0,lab1
-100.0,-62.0,-100.0,-100.0,-83.0,-100.0,-100.0,-60.0,-75.0,lab1
-78.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,lab1
-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,lab1
-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,lab1
-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,lab1
-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,lab1
-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,lab1
-100.0,-62.0,-100.0,-72.0,-100.0,-100.0,-100.0,-60.0,-100.0,lab1
-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,lab1
-100.0,-58.0,-100.0,-100.0,-79.0,-100.0,-100.0,-53.0,-100.0,lab1
-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,lab1
-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,lab1
-100.0,-52.0,-100.0,-76.0,-100.0,-100.0,-100.0,-58.0,-100.0,lab1
-100.0,-54.0,-100.0,-100.0,-79.0,-100.0,-83.0,-55.0,-100.0,lab1
-100.0,-84.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,Modarg
-32.0,-82.0,-100.0,-100.0,-93.0,-66.0,-100.0,-100.0,-100.0,Modarg
-36.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-33.0,-84.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-38.0,-83.0,-100.0,-100.0,-92.0,-75.0,-100.0,-100.0,-100.0,Modarg
-45.0,-82.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-100.0,-79.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,Modarg
-50.0,-81.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,Modarg
-53.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-100.0,-80.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,Modarg
-47.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,Modarg
-50.0,-85.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,Modarg
-100.0,-84.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,Modarg
-41.0,-86.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-46.0,-84.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-50.0,-89.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-51.0,-87.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-49.0,-83.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,Modarg
-40.0,-83.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-40.0,-86.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,Modarg
-41.0,-86.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-42.0,-84.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,Modarg
-46.0,-92.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,Modarg
-42.0,-85.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,Modarg
-48.0,-88.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,Modarg
-40.0,-87.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,Modarg
-41.0,-87.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,Modarg
-43.0,-82.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,Modarg
-49.0,-85.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-41.0,-88.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,Modarg
-100.0,-86.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,Modarg
-38.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-36.0,-83.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,Modarg
-57.0,-85.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,Modarg
-49.0,-85.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-50.0,-83.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,Modarg
-40.0,-90.0,-100.0,-100.0,-90.0,-71.0,-100.0,-100.0,-100.0,Modarg
-41.0,-83.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-41.0,-78.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,Modarg
-44.0,-87.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-39.0,-84.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-44.0,-88.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-100.0,-87.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
