STUDBME1,STUDBME2,STUDBME3,CMP-lab1,CMP_LAB1,Sbme-Staff,CUFE,bdawy,CIVil-2022,Location
-47.0,-90.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-46.0,-90.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-38.0,-86.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-51.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-53.0,-92.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-41.0,-91.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-51.0,-87.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-40.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-41.0,-92.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-50.0,-83.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-57.0,-86.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-40.0,-89.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-49.0,-91.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-53.0,-83.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-40.0,-76.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-42.0,-82.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,Modarg
-100.0,-82.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,Modarg
-49.0,-85.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-55.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,Modarg
-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-59.0,-88.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-65.0,-89.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-100.0,-89.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-52.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-51.0,-88.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-51.0,-88.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-100.0,-88.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-55.0,-91.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-53.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-53.0,-88.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-53.0,-91.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-55.0,-86.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-100.0,-91.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-54.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-55.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-51.0,-88.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,Modarg
-56.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-59.0,-86.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,Modarg
-59.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-57.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-100.0,-87.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-51.0,-85.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-41.0,-81.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,Modarg
-48.0,-86.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,Modarg
-50.0,-85.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-51.0,-88.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,Modarg
-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-51.0,-87.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-47.0,-87.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-52.0,-86.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,Modarg
-45.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-40.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-42.0,-85.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-46.0,-91.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-52.0,-86.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,Modarg
-51.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,Modarg
-51.0,-88.0,-100.0,-100.0,-89.0,-67.0,-100.0,-100.0,-100.0,Modarg
-100.0,-88.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,Modarg
-52.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-38.0,-86.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-100.0,-86.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-52.0,-83.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-55.0,-86.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-50.0,-84.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-50.0,-86.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,Modarg
-39.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-100.0,-88.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-50.0,-86.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,Modarg
-47.0,-87.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-38.0,-86.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-43.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-48.0,-83.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,Modarg
-53.0,-78.0,-100.0,-100.0,-87.0,-71.0,-100.0,-100.0,-100.0,Modarg
-25.0,-75.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-31.0,-85.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-37.0,-84.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-36.0,-76.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-20.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,Modarg
-28.0,-82.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-29.0,-79.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,Modarg
-34.0,-85.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,Modarg
-32.0,-82.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,Modarg
-31.0,-82.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-30.0,-85.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,Modarg
-36.0,-82.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,Modarg
-36.0,-82.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,Modarg
-35.0,-78.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,Modarg
-46.0,-82.0,-100.0,-100.0,-88.0,-78.0,-100.0,-100.0,-100.0,Modarg
-33.0,-85.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,Modarg
-33.0,-79.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,Modarg
-33.0,-78.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-36.0,-80.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-37.0,-82.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-35.0,-83.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,Modarg
-33.0,-78.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-31.0,-78.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-32.0,-82.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,Modarg
-34.0,-84.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-34.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,Modarg
-33.0,-80.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,Modarg
-31.0,-82.0,-100.0,-100.0,-88.0,-76.0,-100.0,-100.0,-100.0,Modarg
-34.0,-86.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,Modarg
-36.0,-78.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,Modarg
-32.0,-79.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,Modarg
-33.0,-78.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,Modarg
-34.0,-79.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,Modarg
